order_id,customer_id,order_date,product,quantity,unit_price,order_status
129730,C0333,2024-02-03,Headphones,1,150,COMPLETED
129731,C0466,2024-03-15,Headphones,1,150,COMPLETED
129732,C0551,2024-01-20,Laptop,1,1200,COMPLETED
129733,C0814,2024-03-07,Monitor,3,300,COMPLETED
129734,C0071,2024-01-04,Monitor,2,300,PENDING
129735,C0410,2024-02-09,Monitor,1,300,COMPLETED
129736,C0604,2024-03-02,Headphones,1,150,COMPLETED
129737,C0154,2024-02-18,Keyboard,3,75,COMPLETED
129738,C0667,2024-03-11,Monitor,1,300,CANCELLED
129739,C0425,2024-02-25,Mouse,1,25,COMPLETED
129740,C0475,2024-03-10,Monitor,1,300,COMPLETED
129741,C0768,2024-04-07,Monitor,3,300,COMPLETED
129742,C0595,2024-04-21,Mouse,3,25,COMPLETED
129743,C0099,2024-02-09,Keyboard,2,75,COMPLETED
129744,C0602,2024-03-05,Laptop,3,1200,COMPLETED
129745,C0709,2024-01-15,Laptop,1,1200,COMPLETED
129746,C0783,2024-02-14,Headphones,2,150,PENDING
129747,C0871,2024-02-20,Keyboard,2,75,PENDING
129748,C0989,2024-02-16,Headphones,3,150,COMPLETED
129749,C0483,2024-03-29,Headphones,1,150,CANCELLED
129750,C0263,2024-02-24,Mouse,2,25,COMPLETED
129751,C0319,2024-02-25,Keyboard,1,75,COMPLETED
129752,C0533,2024-01-03,Monitor,2,300,COMPLETED
129753,C0677,2024-03-11,Monitor,1,300,COMPLETED
129754,C0257,2024-02-20,Headphones,1,150,COMPLETED
129755,C0128,2024-01-26,Keyboard,3,75,COMPLETED
129756,C0449,2024-04-23,Laptop,3,1200,COMPLETED
129757,C0270,2024-01-17,Laptop,2,1200,COMPLETED
129758,C0147,2024-04-03,Keyboard,1,75,COMPLETED
129759,C0617,2024-03-01,Headphones,3,150,COMPLETED
129760,C0493,2024-04-20,Laptop,3,1200,COMPLETED
129761,C0343,2024-02-09,Laptop,2,1200,PENDING
129762,C0180,2024-04-11,Keyboard,2,75,COMPLETED
129763,C0781,2024-01-12,Mouse,2,25,COMPLETED
129764,C0232,2024-02-21,Monitor,2,300,COMPLETED
129765,C0723,2024-04-13,Headphones,1,150,COMPLETED
129766,C0616,2024-04-07,Laptop,1,1200,PENDING
129767,C0330,2024-04-10,Monitor,2,300,COMPLETED
129768,C0010,2024-03-19,Keyboard,1,75,COMPLETED
129769,C0190,2024-04-25,Laptop,1,1200,CANCELLED
129770,C0955,2024-01-31,Laptop,1,1200,COMPLETED
129771,C0839,2024-03-24,Keyboard,1,75,COMPLETED
129772,C0579,2024-02-25,Laptop,3,1200,COMPLETED
129773,C0024,2024-01-25,Keyboard,2,75,COMPLETED
129774,C0741,2024-02-09,Headphones,1,150,COMPLETED
129775,C0078,2024-03-17,Keyboard,2,75,CANCELLED
129776,C0932,2024-01-13,Laptop,2,1200,COMPLETED
129777,C0873,2024-02-18,Headphones,2,150,COMPLETED
129778,C0670,2024-04-25,Keyboard,1,75,COMPLETED
129779,C0523,2024-01-17,Keyboard,1,75,CANCELLED
129780,C0902,2024-01-15,Monitor,3,300,COMPLETED
129781,C0832,2024-02-12,Mouse,1,25,COMPLETED
129782,C0958,2024-03-08,Headphones,2,150,COMPLETED
129783,C0771,2024-03-23,Keyboard,3,75,COMPLETED
129784,C0126,2024-03-17,Keyboard,2,75,CANCELLED
129785,C0037,2024-01-09,Monitor,3,300,COMPLETED
129786,C0931,2024-02-21,Laptop,1,1200,COMPLETED
129787,C0468,2024-02-06,Mouse,1,25,COMPLETED
129788,C0141,2024-04-21,Monitor,2,300,COMPLETED
129789,C0780,2024-01-05,Laptop,3,1200,COMPLETED
129790,C0790,2024-02-02,Headphones,2,150,COMPLETED
129791,C0418,2024-02-17,Laptop,3,1200,COMPLETED
129792,C0055,2024-01-03,Keyboard,2,75,COMPLETED
129793,C0825,2024-01-12,Mouse,3,25,COMPLETED
129794,C0678,2024-03-20,Laptop,2,1200,COMPLETED
129795,C0173,2024-03-19,Laptop,1,1200,COMPLETED
129796,C0070,2024-04-04,Monitor,2,300,COMPLETED
129797,C0798,2024-03-07,Mouse,3,25,PENDING
129798,C0987,2024-02-20,Laptop,2,1200,COMPLETED
129799,C0956,2024-04-04,Monitor,3,300,COMPLETED
129800,C0165,2024-01-25,Monitor,2,300,COMPLETED
129801,C0516,2024-04-18,Headphones,2,150,COMPLETED
129802,C0520,2024-02-03,Laptop,2,1200,COMPLETED
129803,C0153,2024-01-23,Laptop,2,1200,COMPLETED
129804,C0105,2024-03-17,Laptop,3,1200,COMPLETED
129805,C0540,2024-04-15,Laptop,2,1200,COMPLETED
129806,C0707,2024-01-07,Laptop,3,1200,PENDING
129807,C0194,2024-02-09,Headphones,3,150,COMPLETED
129808,C0313,2024-01-16,Monitor,1,300,CANCELLED
129809,C0720,2024-04-06,Keyboard,3,75,COMPLETED
129810,C0927,2024-04-30,Keyboard,2,75,COMPLETED
129811,C0526,2024-03-19,Laptop,2,1200,COMPLETED
129812,C0271,2024-02-19,Mouse,1,25,CANCELLED
129813,C0294,2024-01-03,Mouse,1,25,COMPLETED
129814,C0769,2024-01-18,Monitor,3,300,COMPLETED
129815,C0324,2024-02-14,Keyboard,2,75,COMPLETED
129816,C0677,2024-04-06,Headphones,3,150,COMPLETED
129817,C0721,2024-01-15,Mouse,2,25,COMPLETED
129818,C0186,2024-02-05,Headphones,1,150,CANCELLED
129819,C0516,2024-01-26,Mouse,2,25,COMPLETED
129820,C0982,2024-01-05,Laptop,3,1200,COMPLETED
129821,C0894,2024-04-25,Keyboard,2,75,PENDING
129822,C0899,2024-02-28,Mouse,2,25,COMPLETED
129823,C0434,2024-03-23,Monitor,1,300,COMPLETED
129824,C0472,2024-01-24,Monitor,3,300,CANCELLED
129825,C0826,2024-01-12,Monitor,1,300,COMPLETED
129826,C0800,2024-03-06,Laptop,1,1200,COMPLETED
129827,C0932,2024-01-12,Keyboard,2,75,COMPLETED
129828,C0789,2024-01-17,Mouse,2,25,COMPLETED
129829,C0060,2024-03-18,Keyboard,1,75,COMPLETED
129830,C0473,2024-02-12,Headphones,2,150,COMPLETED
129831,C0166,2024-02-16,Monitor,1,300,CANCELLED
129832,C0022,2024-03-18,Keyboard,3,75,COMPLETED
129833,C0557,2024-02-29,Keyboard,1,75,CANCELLED
129834,C0960,2024-02-26,Headphones,3,150,COMPLETED
129835,C0365,2024-01-05,Headphones,3,150,PENDING
129836,C0438,2024-01-14,Mouse,2,25,COMPLETED
129837,C0029,2024-01-21,Monitor,2,300,COMPLETED
129838,C0038,2024-01-05,Mouse,1,25,CANCELLED
129839,C0324,2024-03-17,Monitor,1,300,COMPLETED
129840,C0502,2024-03-24,Headphones,3,150,COMPLETED
129841,C0649,2024-01-13,Monitor,3,300,PENDING
129842,C0348,2024-03-24,Laptop,2,1200,PENDING
129843,C0064,2024-04-19,Monitor,1,300,COMPLETED
129844,C0660,2024-02-28,Laptop,1,1200,COMPLETED
129845,C0783,2024-01-29,Monitor,2,300,PENDING
129846,C0104,2024-03-20,Laptop,1,1200,COMPLETED
129847,C0069,2024-04-01,Headphones,2,150,COMPLETED
129848,C0357,2024-02-16,Laptop,1,1200,PENDING
129849,C0788,2024-04-05,Monitor,2,300,CANCELLED
129850,C0690,2024-02-10,Keyboard,2,75,COMPLETED
129851,C0548,2024-01-17,Monitor,2,300,PENDING
129852,C0219,2024-04-14,Monitor,2,300,COMPLETED
129853,C0809,2024-04-27,Headphones,2,150,CANCELLED
129854,C0254,2024-01-14,Laptop,1,1200,PENDING
129855,C0422,2024-02-10,Monitor,3,300,CANCELLED
129856,C0933,2024-01-04,Headphones,1,150,COMPLETED
129857,C0486,2024-01-19,Monitor,3,300,COMPLETED
129858,C0403,2024-02-25,Monitor,2,300,COMPLETED
129859,C0326,2024-01-15,Monitor,3,300,COMPLETED
129860,C0284,2024-04-03,Laptop,3,1200,COMPLETED
129861,C0011,2024-03-27,Mouse,1,25,COMPLETED
129862,C0838,2024-02-01,Mouse,1,25,COMPLETED
129863,C0931,2024-02-20,Mouse,3,25,COMPLETED
129864,C0340,2024-04-29,Laptop,3,1200,COMPLETED
129865,C0425,2024-01-08,Monitor,2,300,COMPLETED
129866,C0389,2024-03-25,Monitor,2,300,COMPLETED
129867,C0339,2024-02-06,Monitor,2,300,COMPLETED
129868,C0987,2024-03-23,Monitor,3,300,COMPLETED
129869,C0829,2024-04-01,Laptop,3,1200,COMPLETED
129870,C0576,2024-03-29,Mouse,2,25,COMPLETED
129871,C0782,2024-01-27,Headphones,3,150,COMPLETED
129872,C0462,2024-02-11,Keyboard,2,75,COMPLETED
129873,C0268,2024-01-22,Laptop,2,1200,PENDING
129874,C0845,2024-04-02,Headphones,2,150,COMPLETED
129875,C0768,2024-01-26,Keyboard,3,75,COMPLETED
129876,C0165,2024-04-11,Headphones,3,150,PENDING
129877,C0216,2024-01-11,Mouse,3,25,COMPLETED
129878,C0999,2024-01-17,Laptop,2,1200,PENDING
129879,C0364,2024-02-15,Monitor,1,300,COMPLETED
129880,C0399,2024-03-28,Laptop,3,1200,COMPLETED
129881,C0446,2024-04-06,Keyboard,1,75,PENDING
129882,C0120,2024-01-12,Mouse,1,25,COMPLETED
129883,C0200,2024-02-05,Laptop,1,1200,CANCELLED
129884,C0796,2024-04-21,Monitor,1,300,COMPLETED
129885,C0754,2024-01-02,Monitor,2,300,COMPLETED
129886,C0706,2024-04-18,Keyboard,3,75,COMPLETED
129887,C0299,2024-03-24,Keyboard,2,75,COMPLETED
129888,C0106,2024-02-27,Laptop,3,1200,COMPLETED
129889,C0855,2024-02-05,Monitor,3,300,COMPLETED
129890,C0407,2024-02-23,Mouse,1,25,CANCELLED
129891,C0939,2024-03-17,Monitor,2,300,PENDING
129892,C0871,2024-02-17,Keyboard,1,75,PENDING
129893,C0734,2024-03-27,Monitor,2,300,COMPLETED
129894,C0117,2024-04-07,Mouse,2,25,COMPLETED
129895,C0154,2024-04-21,Headphones,2,150,PENDING
129896,C0929,2024-02-01,Monitor,1,300,COMPLETED
129897,C0597,2024-02-19,Laptop,2,1200,COMPLETED
129898,C0229,2024-01-01,Laptop,2,1200,CANCELLED
129899,C0800,2024-02-09,Headphones,2,150,CANCELLED
129900,C0262,2024-01-26,Keyboard,1,75,COMPLETED
129901,C0874,2024-01-04,Monitor,1,300,COMPLETED
129902,C0943,2024-03-24,Mouse,1,25,COMPLETED
129903,C0501,2024-02-20,Monitor,2,300,PENDING
129904,C0230,2024-02-27,Keyboard,1,75,COMPLETED
129905,C0660,2024-03-22,Mouse,1,25,COMPLETED
129906,C0984,2024-03-07,Keyboard,3,75,COMPLETED
129907,C0838,2024-04-19,Keyboard,2,75,COMPLETED
129908,C0449,2024-01-15,Headphones,1,150,COMPLETED
129909,C0666,2024-03-29,Laptop,1,1200,PENDING
129910,C0498,2024-02-08,Headphones,2,150,COMPLETED
129911,C0573,2024-01-06,Monitor,3,300,COMPLETED
129912,C0697,2024-01-28,Monitor,1,300,COMPLETED
129913,C0356,2024-02-01,Laptop,3,1200,COMPLETED
129914,C0226,2024-03-29,Monitor,1,300,CANCELLED
129915,C0409,2024-04-25,Laptop,2,1200,COMPLETED
129916,C0044,2024-03-15,Keyboard,2,75,COMPLETED
129917,C0882,2024-02-20,Monitor,1,300,COMPLETED
129918,C0685,2024-01-06,Laptop,1,1200,COMPLETED
129919,C0598,2024-04-19,Headphones,1,150,COMPLETED
129920,C0741,2024-04-03,Laptop,1,1200,COMPLETED
129921,C0880,2024-03-10,Mouse,3,25,PENDING
129922,C0668,2024-04-07,Laptop,2,1200,COMPLETED
129923,C0110,2024-03-08,Headphones,2,150,CANCELLED
129924,C0844,2024-04-15,Mouse,1,25,PENDING
129925,C0956,2024-02-18,Keyboard,2,75,COMPLETED
129926,C0803,2024-02-06,Mouse,1,25,COMPLETED
129927,C0803,2024-01-30,Monitor,1,300,COMPLETED
129928,C0429,2024-03-30,Keyboard,2,75,COMPLETED
129929,C0457,2024-01-23,Keyboard,3,75,COMPLETED
129930,C0204,2024-03-31,Laptop,1,1200,CANCELLED
129931,C0681,2024-03-08,Monitor,2,300,COMPLETED
129932,C0710,2024-04-23,Laptop,3,1200,PENDING
129933,C0322,2024-01-04,Laptop,2,1200,COMPLETED
129934,C0228,2024-01-20,Headphones,2,150,COMPLETED
129935,C0867,2024-04-08,Mouse,3,25,COMPLETED
129936,C0372,2024-03-15,Monitor,2,300,COMPLETED
129937,C0777,2024-01-31,Keyboard,1,75,COMPLETED
129938,C0569,2024-02-14,Laptop,1,1200,CANCELLED
129939,C0695,2024-03-16,Mouse,2,25,COMPLETED
129940,C0766,2024-03-18,Keyboard,2,75,CANCELLED
129941,C0422,2024-04-18,Mouse,2,25,COMPLETED
129942,C0069,2024-02-05,Mouse,3,25,COMPLETED
129943,C0739,2024-04-25,Mouse,2,25,COMPLETED
129944,C0803,2024-01-24,Keyboard,3,75,COMPLETED
129945,C0691,2024-03-03,Mouse,2,25,COMPLETED
129946,C0537,2024-04-08,Keyboard,1,75,COMPLETED
129947,C0342,2024-02-21,Monitor,3,300,PENDING
129948,C0566,2024-02-25,Mouse,2,25,COMPLETED
129949,C0861,2024-01-03,Mouse,1,25,COMPLETED
129950,C0698,2024-04-24,Headphones,2,150,CANCELLED
129951,C0663,2024-03-26,Monitor,2,300,COMPLETED
129952,C0567,2024-04-29,Monitor,3,300,COMPLETED
129953,C0198,2024-02-22,Keyboard,2,75,COMPLETED
129954,C0722,2024-01-25,Monitor,3,300,COMPLETED
129955,C0068,2024-04-11,Keyboard,1,75,CANCELLED
129956,C0588,2024-03-13,Laptop,3,1200,COMPLETED
129957,C0613,2024-02-28,Keyboard,3,75,COMPLETED
129958,C0612,2024-04-06,Mouse,2,25,COMPLETED
129959,C0430,2024-03-27,Monitor,3,300,COMPLETED
129960,C0728,2024-03-16,Mouse,2,25,COMPLETED
129961,C0399,2024-01-11,Laptop,1,1200,COMPLETED
129962,C0448,2024-01-09,Keyboard,1,75,COMPLETED
129963,C0581,2024-02-01,Keyboard,1,75,CANCELLED
129964,C0620,2024-02-04,Keyboard,2,75,COMPLETED
129965,C0393,2024-03-29,Headphones,1,150,COMPLETED
129966,C0793,2024-04-09,Headphones,1,150,PENDING
129967,C0195,2024-04-05,Headphones,3,150,COMPLETED
129968,C0315,2024-03-17,Laptop,3,1200,COMPLETED
129969,C0464,2024-02-03,Mouse,1,25,COMPLETED
129970,C0887,2024-02-10,Keyboard,2,75,COMPLETED
129971,C0958,2024-02-28,Mouse,3,25,COMPLETED
129972,C0162,2024-01-20,Monitor,3,300,COMPLETED
129973,C0533,2024-01-16,Headphones,2,150,COMPLETED
129974,C0875,2024-04-01,Headphones,2,150,COMPLETED
129975,C0532,2024-02-19,Keyboard,1,75,COMPLETED
129976,C0252,2024-03-08,Mouse,1,25,COMPLETED
129977,C0873,2024-04-28,Laptop,3,1200,COMPLETED
129978,C0709,2024-02-18,Mouse,3,25,CANCELLED
129979,C0672,2024-03-21,Headphones,3,150,COMPLETED
129980,C0109,2024-02-17,Mouse,2,25,COMPLETED
129981,C0889,2024-04-21,Laptop,2,1200,COMPLETED
129982,C0881,2024-04-17,Mouse,2,25,COMPLETED
129983,C0969,2024-02-29,Keyboard,3,75,PENDING
129984,C0482,2024-03-04,Mouse,2,25,COMPLETED
129985,C0491,2024-01-04,Headphones,2,150,COMPLETED
129986,C0348,2024-04-09,Headphones,3,150,COMPLETED
129987,C0352,2024-02-25,Laptop,1,1200,COMPLETED
129988,C0973,2024-02-07,Mouse,1,25,COMPLETED
129989,C0839,2024-02-12,Mouse,3,25,CANCELLED
129990,C0980,2024-03-03,Monitor,1,300,COMPLETED
129991,C0087,2024-02-06,Monitor,3,300,COMPLETED
129992,C0865,2024-03-26,Keyboard,3,75,COMPLETED
129993,C0028,2024-02-07,Keyboard,3,75,COMPLETED
129994,C0897,2024-03-28,Headphones,2,150,COMPLETED
129995,C0374,2024-03-03,Headphones,3,150,COMPLETED
129996,C0505,2024-03-10,Laptop,3,1200,COMPLETED
129997,C0218,2024-04-09,Mouse,1,25,COMPLETED
129998,C0992,2024-02-14,Keyboard,2,75,COMPLETED
129999,C0129,2024-03-23,Keyboard,1,75,COMPLETED
130000,C0929,2024-01-25,Keyboard,1,75,COMPLETED
130001,C0525,2024-01-02,Headphones,1,150,COMPLETED
130002,C0235,2024-03-22,Keyboard,2,75,COMPLETED
130003,C0559,2024-03-31,Laptop,2,1200,CANCELLED
130004,C0151,2024-03-14,Monitor,3,300,COMPLETED
130005,C0431,2024-03-05,Laptop,3,1200,COMPLETED
130006,C0575,2024-03-01,Monitor,1,300,COMPLETED
130007,C0665,2024-02-18,Headphones,1,150,COMPLETED
130008,C0909,2024-01-02,Laptop,2,1200,CANCELLED
130009,C0545,2024-01-18,Mouse,2,25,PENDING
130010,C0349,2024-04-27,Keyboard,2,75,COMPLETED
130011,C0930,2024-04-26,Monitor,1,300,COMPLETED
130012,C0410,2024-03-04,Mouse,3,25,COMPLETED
130013,C0479,2024-02-17,Keyboard,2,75,COMPLETED
130014,C0990,2024-03-15,Headphones,3,150,COMPLETED
130015,C0731,2024-04-07,Laptop,1,1200,COMPLETED
130016,C0486,2024-02-09,Monitor,1,300,COMPLETED
130017,C0278,2024-04-03,Monitor,3,300,COMPLETED
130018,C0725,2024-04-16,Monitor,1,300,COMPLETED
130019,C0599,2024-01-30,Monitor,1,300,COMPLETED
130020,C0737,2024-03-11,Monitor,2,300,COMPLETED
130021,C0623,2024-01-08,Headphones,1,150,CANCELLED
130022,C0819,2024-03-06,Headphones,3,150,COMPLETED
130023,C0284,2024-02-22,Monitor,1,300,PENDING
130024,C0562,2024-04-13,Monitor,1,300,COMPLETED
130025,C0320,2024-04-23,Laptop,2,1200,COMPLETED
130026,C0683,2024-02-17,Monitor,3,300,COMPLETED
130027,C1000,2024-02-21,Mouse,3,25,COMPLETED
130028,C0899,2024-04-16,Mouse,1,25,COMPLETED
130029,C0737,2024-04-02,Laptop,3,1200,COMPLETED
130030,C0490,2024-01-19,Monitor,2,300,COMPLETED
130031,C0765,2024-03-22,Keyboard,1,75,COMPLETED
130032,C0480,2024-02-18,Laptop,3,1200,CANCELLED
130033,C0555,2024-03-06,Keyboard,3,75,COMPLETED
130034,C0460,2024-04-13,Mouse,2,25,CANCELLED
130035,C0874,2024-02-04,Monitor,1,300,COMPLETED
130036,C0698,2024-02-11,Keyboard,2,75,COMPLETED
130037,C0841,2024-01-20,Laptop,3,1200,COMPLETED
130038,C0623,2024-03-08,Laptop,2,1200,COMPLETED
130039,C0112,2024-03-18,Laptop,3,1200,COMPLETED
130040,C0850,2024-02-10,Laptop,2,1200,COMPLETED
130041,C0539,2024-02-06,Headphones,2,150,COMPLETED
130042,C0242,2024-03-14,Keyboard,3,75,COMPLETED
130043,C0618,2024-04-28,Mouse,3,25,COMPLETED
130044,C0990,2024-01-09,Mouse,1,25,COMPLETED
130045,C0750,2024-02-06,Monitor,3,300,COMPLETED
130046,C0444,2024-04-04,Mouse,2,25,COMPLETED
130047,C0035,2024-02-02,Keyboard,2,75,COMPLETED
130048,C0534,2024-01-20,Keyboard,1,75,COMPLETED
130049,C0069,2024-04-03,Headphones,2,150,COMPLETED
130050,C0179,2024-04-13,Monitor,2,300,CANCELLED
130051,C0543,2024-02-21,Mouse,3,25,COMPLETED
130052,C0023,2024-03-24,Laptop,1,1200,COMPLETED
130053,C0239,2024-04-06,Headphones,2,150,COMPLETED
130054,C0396,2024-01-28,Keyboard,3,75,COMPLETED
130055,C0444,2024-04-15,Mouse,2,25,CANCELLED
130056,C0404,2024-04-01,Headphones,1,150,COMPLETED
130057,C0388,2024-01-10,Headphones,2,150,COMPLETED
130058,C0712,2024-03-07,Mouse,3,25,COMPLETED
130059,C0003,2024-04-27,Headphones,2,150,COMPLETED
130060,C0998,2024-01-23,Headphones,3,150,COMPLETED
130061,C0068,2024-04-06,Keyboard,2,75,COMPLETED
130062,C0553,2024-02-09,Headphones,3,150,COMPLETED
130063,C0429,2024-01-06,Headphones,3,150,CANCELLED
130064,C0839,2024-01-27,Headphones,2,150,COMPLETED
130065,C0412,2024-02-14,Headphones,2,150,COMPLETED
130066,C0461,2024-02-15,Laptop,2,1200,COMPLETED
130067,C0648,2024-04-10,Mouse,2,25,CANCELLED
130068,C0624,2024-04-09,Mouse,1,25,COMPLETED
130069,C0702,2024-03-31,Monitor,2,300,COMPLETED
130070,C0232,2024-03-12,Laptop,2,1200,COMPLETED
130071,C0051,2024-01-25,Monitor,1,300,COMPLETED
130072,C0916,2024-02-24,Headphones,1,150,COMPLETED
130073,C0497,2024-02-04,Monitor,3,300,CANCELLED
130074,C0247,2024-02-09,Monitor,3,300,COMPLETED
130075,C0573,2024-03-05,Monitor,1,300,COMPLETED
130076,C0641,2024-03-22,Headphones,1,150,CANCELLED
130077,C0960,2024-02-09,Headphones,3,150,COMPLETED
130078,C0217,2024-03-02,Mouse,2,25,COMPLETED
130079,C0880,2024-04-09,Keyboard,2,75,COMPLETED
130080,C0326,2024-03-25,Keyboard,2,75,COMPLETED
130081,C0241,2024-04-01,Keyboard,2,75,PENDING
130082,C0118,2024-02-20,Headphones,2,150,COMPLETED
130083,C0149,2024-02-14,Monitor,3,300,COMPLETED
130084,C0409,2024-01-31,Monitor,1,300,PENDING
130085,C0039,2024-04-07,Headphones,1,150,CANCELLED
130086,C0773,2024-01-17,Headphones,2,150,COMPLETED
130087,C0577,2024-02-22,Headphones,2,150,COMPLETED
130088,C0300,2024-04-09,Keyboard,1,75,COMPLETED
130089,C0991,2024-03-17,Mouse,3,25,CANCELLED
130090,C0935,2024-02-11,Monitor,2,300,COMPLETED
130091,C0640,2024-03-01,Headphones,1,150,PENDING
130092,C0543,2024-03-30,Monitor,3,300,COMPLETED
130093,C0246,2024-02-05,Mouse,3,25,COMPLETED
130094,C0523,2024-03-25,Monitor,3,300,CANCELLED
130095,C0898,2024-03-28,Monitor,1,300,PENDING
130096,C0132,2024-04-01,Laptop,2,1200,COMPLETED
130097,C0992,2024-02-04,Headphones,1,150,PENDING
130098,C0950,2024-01-24,Monitor,3,300,COMPLETED
130099,C0628,2024-04-16,Monitor,2,300,COMPLETED
130100,C0553,2024-02-09,Keyboard,3,75,CANCELLED
130101,C0208,2024-01-24,Laptop,1,1200,COMPLETED
130102,C0533,2024-04-01,Headphones,3,150,COMPLETED
130103,C0176,2024-02-25,Mouse,1,25,CANCELLED
130104,C0919,2024-04-18,Headphones,2,150,COMPLETED
130105,C0351,2024-04-15,Mouse,1,25,COMPLETED
130106,C0578,2024-01-20,Monitor,2,300,CANCELLED
130107,C0260,2024-01-31,Monitor,1,300,COMPLETED
130108,C0130,2024-02-03,Mouse,1,25,COMPLETED
130109,C0864,2024-01-22,Laptop,3,1200,COMPLETED
130110,C0857,2024-04-29,Laptop,2,1200,COMPLETED
130111,C0301,2024-01-13,Headphones,2,150,PENDING
130112,C0011,2024-04-16,Mouse,2,25,COMPLETED
130113,C0406,2024-01-14,Mouse,1,25,COMPLETED
130114,C0215,2024-01-04,Keyboard,1,75,COMPLETED
130115,C0569,2024-03-28,Headphones,2,150,COMPLETED
130116,C0519,2024-01-26,Headphones,3,150,COMPLETED
130117,C0878,2024-02-28,Monitor,3,300,CANCELLED
130118,C0462,2024-02-24,Monitor,3,300,COMPLETED
130119,C0768,2024-01-23,Laptop,1,1200,COMPLETED
130120,C0805,2024-04-30,Headphones,1,150,COMPLETED
130121,C0371,2024-03-05,Headphones,3,150,COMPLETED
130122,C0524,2024-04-03,Keyboard,2,75,COMPLETED
130123,C0102,2024-02-26,Headphones,3,150,CANCELLED
130124,C0986,2024-04-23,Laptop,2,1200,COMPLETED
130125,C0680,2024-02-16,Laptop,3,1200,COMPLETED
130126,C0118,2024-01-11,Headphones,2,150,CANCELLED
130127,C0926,2024-02-16,Headphones,2,150,COMPLETED
130128,C0155,2024-03-24,Monitor,1,300,PENDING
130129,C0141,2024-04-30,Mouse,1,25,COMPLETED
130130,C0590,2024-01-18,Mouse,1,25,COMPLETED
130131,C0372,2024-01-13,Monitor,1,300,COMPLETED
130132,C0015,2024-03-05,Headphones,2,150,CANCELLED
130133,C0697,2024-02-06,Monitor,2,300,COMPLETED
130134,C0249,2024-02-12,Monitor,2,300,PENDING
130135,C0092,2024-02-21,Headphones,2,150,COMPLETED
130136,C0672,2024-01-17,Keyboard,1,75,CANCELLED
130137,C0753,2024-04-06,Mouse,1,25,COMPLETED
130138,C0317,2024-03-03,Headphones,3,150,CANCELLED
130139,C0264,2024-03-26,Keyboard,3,75,CANCELLED
130140,C0748,2024-01-16,Mouse,1,25,COMPLETED
130141,C0376,2024-02-16,Headphones,3,150,PENDING
130142,C0705,2024-03-01,Headphones,3,150,COMPLETED
130143,C0299,2024-01-11,Headphones,3,150,COMPLETED
130144,C0876,2024-03-07,Monitor,1,300,CANCELLED
130145,C0831,2024-03-31,Monitor,1,300,COMPLETED
130146,C0465,2024-02-15,Laptop,2,1200,COMPLETED
130147,C0361,2024-01-29,Mouse,1,25,PENDING
130148,C0094,2024-04-09,Laptop,3,1200,COMPLETED
130149,C0908,2024-03-31,Headphones,1,150,COMPLETED
130150,C0036,2024-02-22,Keyboard,3,75,CANCELLED
130151,C0390,2024-04-16,Mouse,1,25,COMPLETED
130152,C0531,2024-02-21,Headphones,1,150,CANCELLED
130153,C0729,2024-02-22,Laptop,3,1200,COMPLETED
130154,C0907,2024-02-27,Headphones,1,150,COMPLETED
130155,C0440,2024-01-08,Laptop,1,1200,COMPLETED
130156,C0255,2024-04-15,Headphones,2,150,COMPLETED
130157,C0185,2024-03-25,Headphones,3,150,COMPLETED
130158,C0238,2024-01-20,Monitor,2,300,COMPLETED
130159,C0864,2024-02-26,Headphones,1,150,COMPLETED
130160,C0076,2024-02-05,Monitor,2,300,PENDING
130161,C0996,2024-02-27,Laptop,2,1200,PENDING
130162,C0767,2024-04-12,Mouse,1,25,COMPLETED
130163,C0753,2024-01-24,Keyboard,3,75,COMPLETED
130164,C0061,2024-03-02,Laptop,2,1200,COMPLETED
130165,C0945,2024-04-06,Laptop,2,1200,COMPLETED
130166,C0815,2024-02-24,Keyboard,1,75,PENDING
130167,C0382,2024-02-14,Monitor,2,300,COMPLETED
130168,C0540,2024-01-02,Mouse,1,25,COMPLETED
130169,C0136,2024-03-05,Laptop,2,1200,COMPLETED
130170,C0959,2024-04-20,Laptop,1,1200,CANCELLED
130171,C0174,2024-04-05,Keyboard,2,75,PENDING
130172,C0505,2024-03-17,Mouse,3,25,COMPLETED
130173,C0210,2024-02-01,Mouse,1,25,COMPLETED
130174,C0024,2024-02-24,Monitor,2,300,COMPLETED
130175,C0800,2024-02-15,Laptop,3,1200,COMPLETED
130176,C0604,2024-04-10,Laptop,1,1200,COMPLETED
130177,C0543,2024-03-24,Keyboard,2,75,PENDING
130178,C0737,2024-03-10,Laptop,1,1200,COMPLETED
130179,C0206,2024-01-04,Laptop,3,1200,COMPLETED
130180,C0064,2024-03-21,Mouse,2,25,COMPLETED
130181,C0068,2024-04-27,Headphones,1,150,COMPLETED
130182,C0627,2024-02-25,Monitor,2,300,COMPLETED
130183,C0538,2024-02-24,Keyboard,1,75,COMPLETED
130184,C0994,2024-02-27,Keyboard,3,75,COMPLETED
130185,C0143,2024-01-30,Keyboard,2,75,COMPLETED
130186,C0716,2024-02-08,Headphones,1,150,COMPLETED
130187,C0873,2024-03-10,Laptop,3,1200,CANCELLED
130188,C0836,2024-02-18,Monitor,1,300,COMPLETED
130189,C0763,2024-01-04,Mouse,3,25,CANCELLED
130190,C0971,2024-01-29,Mouse,2,25,COMPLETED
130191,C0053,2024-02-24,Mouse,3,25,COMPLETED
